,ASSET,LATITUDE,LONGITUDE,TIME,SPEED,HEADING,REASONS,DISTANCE_TRAVELED,ODOMETER,LOADTS,REASONS_TEXT,ID_HAM_PVMNT_PLYGN,PPOLYLABEL,STREETFROM,STREETTO,ASSETNHOOD
3454,153,39.158733000000005,-84.537301,07/01/2021 06:58:38 AM,34.1,NE,11,0.9,148070.5,07/01/2021 07:00:33 AM,Standard Event,S-HAM07257,WILLIAM P DOOLEY BYPS,OLD LUDLOW AV,MAD ANTHONY ST,NORTHSIDE
2752,153,39.159269,-84.53417900000001,07/01/2021 06:58:56 AM,34.4,E,11,1.0,148070.6,07/01/2021 07:00:33 AM,Standard Event,S-HAM07512,WILLIAM P DOOLEY BYPS,MAD ANTHONY ST,DANE AV,NORTHSIDE
2801,153,39.159797999999995,-84.531032,07/01/2021 06:59:14 AM,32.6,NE,11,1.2,148070.8,07/01/2021 07:00:33 AM,Standard Event,S-HAM07511,SPRING GROVE AV,DANE AV,CRAWFORD AV,NORTHSIDE
2884,153,39.164640999999996,-84.52208399999999,07/01/2021 07:00:14 AM,31.3,NEE,11,1.7,148071.3,07/01/2021 07:00:33 AM,Standard Event,S-HAM27220,SPRING GROVE AV,CATAFALQUE DR,WINTON RD,SPRING GROVE VILLAGE
2919,153,39.164818,-84.519499,07/01/2021 07:00:32 AM,25.8,E,11,1.9,148071.5,07/01/2021 07:00:33 AM,Standard Event,S-HAM27219,SPRING GROVE AV,WINTON RD,STATION AV,SPRING GROVE VILLAGE
3278,153,39.165361,-84.518654,07/01/2021 07:00:50 AM,8.6,N,11,2.0,148071.6,07/01/2021 07:00:58 AM,Standard Event,S-HAM27218,STATION AV,SPRING GROVE AV,CHESTER AV,SPRING GROVE VILLAGE
2678,153,39.16556,-84.51864,07/01/2021 07:00:57 AM,0.0,N,9,2.0,148071.6,07/01/2021 07:00:58 AM,Motion Stop,I-GJ14373808,STATION AV & CHESTER AV,,,SPRING GROVE VILLAGE
3643,153,39.165571,-84.51863900000001,07/01/2021 07:01:01 AM,4.0,N,10,2.0,148071.6,07/01/2021 07:01:02 AM,Motion Start,I-GJ14373808,STATION AV & CHESTER AV,,,SPRING GROVE VILLAGE
2780,153,39.165602,-84.51871700000001,07/01/2021 07:01:08 AM,0.0,W,9,0.0,148071.6,07/01/2021 07:01:09 AM,Motion Stop,I-GJ14373808,STATION AV & CHESTER AV,,,SPRING GROVE VILLAGE
2661,153,39.165608,-84.51872,07/01/2021 07:01:12 AM,3.4,W,10,0.0,148071.6,07/01/2021 07:01:13 AM,Motion Start,I-GJ14373808,STATION AV & CHESTER AV,,,SPRING GROVE VILLAGE
3436,153,39.16561,-84.518722,07/01/2021 07:01:19 AM,0.0,W,9,0.0,148071.6,07/01/2021 07:01:20 AM,Motion Stop,I-GJ14373808,STATION AV & CHESTER AV,,,SPRING GROVE VILLAGE
2725,153,39.165597,-84.51872900000001,07/01/2021 07:01:25 AM,4.9,SW,10,0.0,148071.6,07/01/2021 07:01:26 AM,Motion Start,I-GJ14373808,STATION AV & CHESTER AV,,,SPRING GROVE VILLAGE
3545,153,39.165132,-84.51878,07/01/2021 07:01:43 AM,5.4,S,11,0.1,148071.6,07/01/2021 07:01:53 AM,Standard Event,S-HAM27218,STATION AV,SPRING GROVE AV,CHESTER AV,SPRING GROVE VILLAGE
2925,153,39.164971,-84.51879,07/01/2021 07:01:53 AM,0.0,S,9,0.1,148071.6,07/01/2021 07:01:53 AM,Motion Stop,S-HAM27218,STATION AV,SPRING GROVE AV,CHESTER AV,SPRING GROVE VILLAGE
3627,153,39.164947999999995,-84.518794,07/01/2021 07:03:40 AM,5.0,SSW,10,0.1,148071.6,07/01/2021 07:03:40 AM,Motion Start,S-HAM27218,STATION AV,SPRING GROVE AV,CHESTER AV,SPRING GROVE VILLAGE
3596,153,39.165062,-84.52023,07/01/2021 07:03:58 AM,12.4,NWW,11,0.1,148071.7,07/01/2021 07:05:43 AM,Standard Event,I-GJ14223801,SPRING GROVE AV & WINTON RD,,,SPRING GROVE VILLAGE
3303,153,39.166366,-84.520264,07/01/2021 07:04:16 AM,25.4,N,11,0.2,148071.8,07/01/2021 07:05:43 AM,Standard Event,S-HAM27208,WINTON RD,SPRING GROVE AV,KEENAN AV,SPRING GROVE VILLAGE
2743,153,39.171062,-84.519807,07/01/2021 07:04:58 AM,26.0,N,11,0.6,148072.1,07/01/2021 07:05:43 AM,Standard Event,S-HAM00092,WINTON RD,CIRCLE AV,DERBY AV,SPRING GROVE VILLAGE
2999,153,39.17323,-84.51961999999999,07/01/2021 07:05:16 AM,31.1,N,11,0.7,148072.3,07/01/2021 07:05:43 AM,Standard Event,S-HAM00084,WINTON RD,MCMAKIN AV,EAST EPWORTH AV,SPRING GROVE VILLAGE
2981,153,39.175353,-84.519492,07/01/2021 07:05:34 AM,23.9,N,11,0.9,148072.4,07/01/2021 07:05:43 AM,Standard Event,I-GJ14273916,WINTON RD & BEECHWOOD AV,,,SPRING GROVE VILLAGE
3247,153,39.175841,-84.519514,07/01/2021 07:05:43 AM,0.0,N,9,0.9,148072.4,07/01/2021 07:05:43 AM,Motion Stop,S-HAM00079,WINTON RD,BEECHWOOD AV,GRAY RD,SPRING GROVE VILLAGE
3368,153,39.175852,-84.519514,07/01/2021 07:05:57 AM,5.0,N,10,0.9,148072.4,07/01/2021 07:05:57 AM,Motion Start,S-HAM00079,WINTON RD,BEECHWOOD AV,GRAY RD,SPRING GROVE VILLAGE
3543,153,39.178714,-84.51961,07/01/2021 07:06:25 AM,36.1,N,11,0.0,148072.7,07/01/2021 07:09:23 AM,Standard Event,S-HAM00113,WINTON RD,HAND AV,KINGS RUN DR,SPRING GROVE VILLAGE
3588,153,39.181314,-84.520414,07/01/2021 07:06:43 AM,35.3,NNW,11,0.1,148072.8,07/01/2021 07:09:23 AM,Standard Event,S-HAM00113,WINTON RD,HAND AV,KINGS RUN DR,SPRING GROVE VILLAGE
3071,153,39.184855999999996,-84.522795,07/01/2021 07:07:10 AM,35.9,NNW,11,0.4,148073.1,07/01/2021 07:09:23 AM,Standard Event,S-HAM00186,WINTON RD,KINGS RUN DR,DUTCH COLONY DR,WINTON HILLS
2702,153,39.187363,-84.523963,07/01/2021 07:07:28 AM,35.7,N,11,0.6,148073.3,07/01/2021 07:09:23 AM,Standard Event,S-HAM00186,WINTON RD,KINGS RUN DR,DUTCH COLONY DR,WINTON HILLS
2868,153,39.189577,-84.524059,07/01/2021 07:07:46 AM,27.8,N,11,0.7,148073.4,07/01/2021 07:09:23 AM,Standard Event,S-HAM00186,WINTON RD,KINGS RUN DR,DUTCH COLONY DR,WINTON HILLS
2671,153,39.196642,-84.523251,07/01/2021 07:08:47 AM,29.9,NNE,11,1.2,148073.9,07/01/2021 07:09:23 AM,Standard Event,S-HAM12974,WINTON RD,DUTCH COLONY DR,OAKFIELD AV,WINTON HILLS
3258,153,39.198734,-84.52200500000001,07/01/2021 07:09:05 AM,34.7,NNE,11,1.4,148074.1,07/01/2021 07:09:23 AM,Standard Event,S-HAM12974,WINTON RD,DUTCH COLONY DR,OAKFIELD AV,WINTON HILLS
3639,153,39.200761,-84.52085600000001,07/01/2021 07:09:23 AM,20.4,N,11,1.6,148074.2,07/01/2021 07:09:23 AM,Standard Event,S-HAM10899,WINTON RD,OAKFIELD AV,W NORTH BEND RD,COLLEGE HILL
3028,153,39.201164,-84.520863,07/01/2021 07:09:32 AM,0.0,N,9,1.6,148074.3,07/01/2021 07:09:32 AM,Motion Stop,I-GJ14074205,W NORTH BEND RD & WINTON RD,,,COLLEGE HILL
2967,153,39.201169,-84.52085500000001,07/01/2021 07:10:01 AM,5.3,N,10,1.6,148074.3,07/01/2021 07:10:01 AM,Motion Start,I-GJ14074205,W NORTH BEND RD & WINTON RD,,,COLLEGE HILL
4410,153,39.201508000000004,-84.522337,07/01/2021 07:10:19 AM,26.5,W,11,0.0,148074.4,07/01/2021 07:13:15 AM,Standard Event,S-HAM10902,W NORTH BEND RD,WINTON RD,GREENFIELD DR,COLLEGE HILL
3658,153,39.201944,-84.528712,07/01/2021 07:10:59 AM,33.4,W,11,0.3,148074.7,07/01/2021 07:13:15 AM,Standard Event,S-HAM00913,W NORTH BEND RD,GREENFIELD DR,SUNRIDGE DR,COLLEGE HILL
4399,153,39.202114,-84.53165899999999,07/01/2021 07:11:17 AM,24.2,W,11,0.5,148074.9,07/01/2021 07:13:15 AM,Standard Event,S-HAM00910,W NORTH BEND RD,TAHITI DR,DALY RD,
4032,153,39.203097,-84.5322,07/01/2021 07:11:35 AM,28.4,N,11,0.6,148074.9,07/01/2021 07:13:15 AM,Standard Event,S-HAM10294,DALY RD,W NORTH BEND RD,HOLLYWOOD AV,COLLEGE HILL
4813,153,39.207985,-84.531805,07/01/2021 07:12:11 AM,35.4,N,11,0.9,148075.3,07/01/2021 07:13:15 AM,Standard Event,S-HAM01303,DALY RD,HOLLYWOOD AV,BRUSHWOOD AV,COLLEGE HILL
4725,153,39.215033,-84.531213,07/01/2021 07:13:02 AM,28.7,N,11,1.4,148075.7,07/01/2021 07:13:15 AM,Standard Event,S-HAM13870,DALY RD,BRUSHWOOD AV,W GALBRAITH RD,COLLEGE HILL
4462,153,39.215905,-84.531151,07/01/2021 07:13:15 AM,0.0,N,9,1.4,148075.8,07/01/2021 07:13:15 AM,Motion Stop,I-GJ13144365,W GALBRAITH RD & DALY RD,,,COLLEGE HILL
4528,153,39.215906,-84.53115,07/01/2021 07:13:35 AM,3.1,N,10,1.4,148075.8,07/01/2021 07:13:35 AM,Motion Start,I-GJ13144365,W GALBRAITH RD & DALY RD,,,COLLEGE HILL
4413,153,39.216149,-84.532392,07/01/2021 07:13:53 AM,24.3,W,11,1.5,148075.9,07/01/2021 07:15:49 AM,Standard Event,S-HAM29563,W GALBRAITH RD,DALY RD,FOUR WORLDS DR,COLLEGE HILL
3999,153,39.216469000000004,-84.535449,07/01/2021 07:14:15 AM,17.2,W,11,1.7,148076.0,07/01/2021 07:15:49 AM,Standard Event,S-HAM13991,W GALBRAITH RD,TERM E OF,CARROL AV,COLLEGE HILL
4523,153,39.216758,-84.538122,07/01/2021 07:14:43 AM,9.8,W,11,1.8,148076.2,07/01/2021 07:15:49 AM,Standard Event,I-GJ12534371,W GALBRAITH RD & CLOVERNOOK AV,,,
4490,153,39.217957,-84.538098,07/01/2021 07:15:01 AM,21.9,N,11,1.9,148076.3,07/01/2021 07:15:49 AM,Standard Event,S-HAM14049,CLOVERNOOK AV,W GALBRAITH RD,COLUMBINE CT,
4840,153,39.218675,-84.53775300000001,07/01/2021 07:15:19 AM,11.8,SEE,11,2.0,148076.4,07/01/2021 07:15:49 AM,Standard Event,S-HAM39105,COLUMBINE CT,TERM E OF CLOVERNOOK AV,CLOVERNOOK AV,
4823,153,39.21863,-84.537038,07/01/2021 07:15:39 AM,7.5,E,11,2.1,148076.4,07/01/2021 07:15:49 AM,Standard Event,S-HAM39105,COLUMBINE CT,TERM E OF CLOVERNOOK AV,CLOVERNOOK AV,
4536,153,39.21875,-84.536828,07/01/2021 07:15:49 AM,0.0,NNW,9,2.1,148076.4,07/01/2021 07:15:49 AM,Motion Stop,S-HAM39105,COLUMBINE CT,TERM E OF CLOVERNOOK AV,CLOVERNOOK AV,
4195,153,39.218740999999994,-84.536808,07/01/2021 07:16:25 AM,4.0,NNW,10,0.0,148076.4,07/01/2021 07:16:25 AM,Motion Start,S-HAM39105,COLUMBINE CT,TERM E OF CLOVERNOOK AV,CLOVERNOOK AV,
4552,153,39.218721,-84.537509,07/01/2021 07:16:44 AM,8.9,W,11,0.1,148076.5,07/01/2021 07:16:47 AM,Standard Event,S-HAM39105,COLUMBINE CT,TERM E OF CLOVERNOOK AV,CLOVERNOOK AV,
4026,153,39.218720000000005,-84.537576,07/01/2021 07:16:46 AM,0.0,W,9,0.1,148076.5,07/01/2021 07:16:47 AM,Motion Stop,S-HAM39105,COLUMBINE CT,TERM E OF CLOVERNOOK AV,CLOVERNOOK AV,
3690,153,39.218717,-84.537589,07/01/2021 07:16:47 AM,3.5,W,10,0.1,148076.5,07/01/2021 07:16:47 AM,Motion Start,S-HAM39105,COLUMBINE CT,TERM E OF CLOVERNOOK AV,CLOVERNOOK AV,
4012,153,39.218748,-84.537937,07/01/2021 07:16:58 AM,0.0,W,9,0.1,148076.5,07/01/2021 07:16:59 AM,Motion Stop,I-GJ12544393,CLOVERNOOK AV & COLUMBINE CT,,,
4598,153,39.218746,-84.537944,07/01/2021 07:17:00 AM,5.6,W,10,0.1,148076.5,07/01/2021 07:17:01 AM,Motion Start,I-GJ12544393,CLOVERNOOK AV & COLUMBINE CT,,,
4003,153,39.217432,-84.538177,07/01/2021 07:17:18 AM,21.6,S,11,0.1,148076.5,07/01/2021 07:18:24 AM,Standard Event,S-HAM14049,CLOVERNOOK AV,W GALBRAITH RD,COLUMBINE CT,
4805,153,39.216631,-84.53750600000001,07/01/2021 07:17:36 AM,22.0,E,11,0.2,148076.7,07/01/2021 07:18:24 AM,Standard Event,S-HAM13988,W GALBRAITH RD,SHAMROCK AV,CLOVERNOOK AV,
3712,153,39.216272,-84.534012,07/01/2021 07:18:01 AM,29.8,E,11,0.4,148076.9,07/01/2021 07:18:24 AM,Standard Event,S-HAM29566,W GALBRAITH RD,FOUR WORLDS DR,BOBOLINK DR,COLLEGE HILL
4650,153,39.216034,-84.531565,07/01/2021 07:18:19 AM,15.9,E,11,0.6,148077.0,07/01/2021 07:18:24 AM,Standard Event,S-HAM29563,W GALBRAITH RD,DALY RD,FOUR WORLDS DR,COLLEGE HILL
4422,153,39.216026,-84.531347,07/01/2021 07:18:24 AM,0.0,E,9,0.6,148077.0,07/01/2021 07:18:24 AM,Motion Stop,S-HAM29563,W GALBRAITH RD,DALY RD,FOUR WORLDS DR,COLLEGE HILL
3777,153,39.216025,-84.531301,07/01/2021 07:18:41 AM,8.3,E,10,0.6,148077.0,07/01/2021 07:18:41 AM,Motion Start,I-GJ13144365,W GALBRAITH RD & DALY RD,,,COLLEGE HILL
4241,153,39.215979,-84.527213,07/01/2021 07:19:11 AM,30.8,E,11,0.8,148077.2,07/01/2021 07:20:05 AM,Standard Event,S-HAM13872,W GALBRAITH RD,MOCKINGBIRD LN,KIRKLAND DR,
3951,153,39.215942999999996,-84.52154200000001,07/01/2021 07:19:43 AM,37.6,E,11,1.1,148077.5,07/01/2021 07:20:05 AM,Standard Event,I-GJ13974366,W GALBRAITH RD & SPRINGDEW DR,,,
3822,153,39.215894,-84.51894300000001,07/01/2021 07:20:01 AM,8.9,E,11,1.2,148077.7,07/01/2021 07:20:05 AM,Standard Event,S-HAM29102,W GALBRAITH RD,WINTON RD,SPRINGDEW DR,
4622,153,39.215893,-84.518821,07/01/2021 07:20:05 AM,0.0,E,9,1.2,148077.7,07/01/2021 07:20:05 AM,Motion Stop,S-HAM29102,W GALBRAITH RD,WINTON RD,SPRINGDEW DR,
4750,153,39.215894,-84.518782,07/01/2021 07:20:48 AM,5.9,E,10,1.2,148077.7,07/01/2021 07:20:48 AM,Motion Start,S-HAM29102,W GALBRAITH RD,WINTON RD,SPRINGDEW DR,
4416,153,39.215875,-84.514112,07/01/2021 07:21:22 AM,33.7,E,11,0.0,148077.9,07/01/2021 07:23:47 AM,Standard Event,S-HAM29139,W GALBRAITH RD,CONGRESSWOOD LN,BETA AV,
4351,153,39.215687,-84.510014,07/01/2021 07:21:45 AM,34.1,E,11,0.2,148078.1,07/01/2021 07:23:47 AM,Standard Event,I-GJ14954366,W GALBRAITH RD & CENTRAL PARK DR,,,
4086,153,39.216570000000004,-84.506988,07/01/2021 07:22:03 AM,34.0,NEE,11,0.4,148078.3,07/01/2021 07:23:47 AM,Standard Event,S-HAM29451,W GALBRAITH RD,W GALBRAITH RD TO RRCC EB RAMP,CENTRAL PARK DR,
4239,153,39.218377000000004,-84.50197299999999,07/01/2021 07:22:34 AM,31.0,NEE,11,0.7,148078.6,07/01/2021 07:23:47 AM,Standard Event,S-HAM29449,W GALBRAITH RD,SPRGTP|WYOMNG CORPLINE,W GALBRAITH RD TO RRCC WB RAMP,
3760,153,39.217646,-84.499173,07/01/2021 07:22:52 AM,33.3,SEE,11,0.8,148078.7,07/01/2021 07:23:47 AM,Standard Event,S-HAM29449,W GALBRAITH RD,SPRGTP|WYOMNG CORPLINE,W GALBRAITH RD TO RRCC WB RAMP,
4645,153,39.216984000000004,-84.49613000000001,07/01/2021 07:23:10 AM,33.7,E,11,1.0,148078.9,07/01/2021 07:23:47 AM,Standard Event,S-HAM29449,W GALBRAITH RD,SPRGTP|WYOMNG CORPLINE,W GALBRAITH RD TO RRCC WB RAMP,
4546,153,39.21676,-84.492866,07/01/2021 07:23:28 AM,35.8,SEE,11,1.2,148079.1,07/01/2021 07:23:47 AM,Standard Event,S-HAM01648,W GALBRAITH RD,CINC|WYOMNG CORPLINE,CONGRESS RUN RD,
3779,153,39.215531,-84.489863,07/01/2021 07:23:46 AM,35.6,SEE,11,1.4,148079.3,07/01/2021 07:23:47 AM,Standard Event,S-HAM29606,W GALBRAITH RD,HAMILTON COUNTY DR,RIDGEVIEW DR,HARTWELL
4392,153,39.214419,-84.48711999999999,07/01/2021 07:24:04 AM,32.2,SEE,11,1.5,148079.4,07/01/2021 07:25:35 AM,Standard Event,S-HAM29606,W GALBRAITH RD,HAMILTON COUNTY DR,RIDGEVIEW DR,HARTWELL
3974,153,39.213967,-84.48432199999999,07/01/2021 07:24:22 AM,26.7,E,11,1.7,148079.6,07/01/2021 07:25:35 AM,Standard Event,I-GJ17184353,W GALBRAITH RD & EVERGREEN RIDGE DR & HAMILTON COUNTY DR,,,HARTWELL
4145,153,39.213203,-84.476242,07/01/2021 07:25:17 AM,30.6,SEE,11,2.1,148080.0,07/01/2021 07:25:35 AM,Standard Event,S-HAM29610R,W GALBRAITH RD,JADWIN ST,NEWBURY ST,
4498,153,39.212513,-84.474378,07/01/2021 07:25:35 AM,0.0,SEE,9,2.2,148080.1,07/01/2021 07:25:35 AM,Motion Stop,S-HAM64914,W GALBRAITH RD,VINE ST,W GALBRAITH RD TO PFAU LN RAMP,HARTWELL
3938,153,39.212508,-84.474365,07/01/2021 07:25:59 AM,2.9,SEE,10,2.2,148080.1,07/01/2021 07:26:00 AM,Motion Start,S-HAM64914,W GALBRAITH RD,VINE ST,W GALBRAITH RD TO PFAU LN RAMP,HARTWELL
4884,153,39.212508,-84.474365,07/01/2021 07:26:02 AM,0.0,SEE,9,2.2,148080.1,07/01/2021 07:26:03 AM,Motion Stop,S-HAM64914,W GALBRAITH RD,VINE ST,W GALBRAITH RD TO PFAU LN RAMP,HARTWELL
6578,153,39.212508,-84.474365,07/01/2021 07:26:20 AM,4.6,SEE,10,0.0,148080.1,07/01/2021 07:26:21 AM,Motion Start,S-HAM64914,W GALBRAITH RD,VINE ST,W GALBRAITH RD TO PFAU LN RAMP,HARTWELL
6055,153,39.213507,-84.47399300000001,07/01/2021 07:26:38 AM,10.1,N,11,0.1,148080.2,07/01/2021 07:26:43 AM,Standard Event,S-HAM19085,VINE ST,PFAU LN,FERNDALE AV,HARTWELL
6089,153,39.213605,-84.473973,07/01/2021 07:26:43 AM,0.0,N,9,0.1,148080.2,07/01/2021 07:26:43 AM,Motion Stop,S-HAM19085,VINE ST,PFAU LN,FERNDALE AV,HARTWELL
6327,153,39.213625,-84.473967,07/01/2021 07:27:34 AM,8.6,N,10,0.1,148080.2,07/01/2021 07:27:34 AM,Motion Start,S-HAM19085,VINE ST,PFAU LN,FERNDALE AV,HARTWELL
5071,153,39.213836,-84.473936,07/01/2021 07:27:41 AM,0.0,N,9,0.1,148080.2,07/01/2021 07:27:41 AM,Motion Stop,S-HAM19244,VINE ST,FERNDALE AV,WOODSDALE AV,HARTWELL
4986,153,39.213838,-84.473939,07/01/2021 07:28:37 AM,6.5,N,10,0.1,148080.2,07/01/2021 07:28:37 AM,Motion Start,S-HAM19244,VINE ST,FERNDALE AV,WOODSDALE AV,HARTWELL
6166,153,39.214529999999996,-84.47385799999999,07/01/2021 07:28:53 AM,0.0,N,9,0.1,148080.3,07/01/2021 07:28:53 AM,Motion Stop,S-HAM19244,VINE ST,FERNDALE AV,WOODSDALE AV,HARTWELL
6204,153,39.214557,-84.47385,07/01/2021 07:30:05 AM,7.9,N,10,0.1,148080.3,07/01/2021 07:30:05 AM,Motion Start,I-GJ18084363,VINE ST & WOODSDALE AV,,,HARTWELL
6293,153,39.215423,-84.473765,07/01/2021 07:30:27 AM,0.0,N,9,0.2,148080.3,07/01/2021 07:30:27 AM,Motion Stop,S-HAM19243,VINE ST,WOODSDALE AV,SHEEHAN AV,HARTWELL
6211,153,39.215432,-84.47377,07/01/2021 07:31:24 AM,6.6,N,10,0.0,148080.3,07/01/2021 07:31:24 AM,Motion Start,S-HAM19243,VINE ST,WOODSDALE AV,SHEEHAN AV,HARTWELL
5888,153,39.216357,-84.473699,07/01/2021 07:31:41 AM,0.0,N,9,0.1,148080.4,07/01/2021 07:31:41 AM,Motion Stop,S-HAM19245,VINE ST,SHEEHAN AV,HEREFORD ST,HARTWELL
4937,153,39.216359000000004,-84.473698,07/01/2021 07:32:36 AM,4.7,N,10,0.1,148080.4,07/01/2021 07:32:36 AM,Motion Start,S-HAM19245,VINE ST,SHEEHAN AV,HEREFORD ST,HARTWELL
6438,153,39.217366999999996,-84.473563,07/01/2021 07:32:54 AM,9.0,NE,11,0.1,148080.5,07/01/2021 07:33:43 AM,Standard Event,I-GJ18104393,VINE ST & HILLSDALE AV,,,HARTWELL
6439,153,39.217352000000005,-84.472042,07/01/2021 07:33:12 AM,20.0,E,11,0.2,148080.5,07/01/2021 07:33:43 AM,Standard Event,S-HAM19488,HILLSDALE AV,VINE ST,BURNS AV,HARTWELL
6130,153,39.217389000000004,-84.470322,07/01/2021 07:33:31 AM,18.8,E,11,0.3,148080.6,07/01/2021 07:33:43 AM,Standard Event,S-HAM19488,HILLSDALE AV,VINE ST,BURNS AV,HARTWELL
6061,153,39.217357,-84.46943900000001,07/01/2021 07:33:43 AM,0.0,E,9,0.4,148080.7,07/01/2021 07:33:43 AM,Motion Stop,S-HAM19488,HILLSDALE AV,VINE ST,BURNS AV,HARTWELL
6458,153,39.217356,-84.46941899999999,07/01/2021 07:33:54 AM,5.2,E,10,0.4,148080.7,07/01/2021 07:33:54 AM,Motion Start,S-HAM19488,HILLSDALE AV,VINE ST,BURNS AV,HARTWELL
5200,153,39.21606,-84.469169,07/01/2021 07:34:12 AM,24.3,S,11,0.4,148080.8,07/01/2021 07:35:47 AM,Standard Event,S-HAM17919,BURNS AV,SHEEHAN AV,HEREFORD ST,HARTWELL
5718,153,39.215509999999995,-84.46996700000001,07/01/2021 07:34:30 AM,7.4,W,11,0.6,148080.9,07/01/2021 07:35:47 AM,Standard Event,S-HAM11694,SHEEHAN AV,VINE ST,BURNS AV,HARTWELL
5339,153,39.215534000000005,-84.472622,07/01/2021 07:34:56 AM,19.3,W,11,0.7,148081.0,07/01/2021 07:35:47 AM,Standard Event,S-HAM11694,SHEEHAN AV,VINE ST,BURNS AV,HARTWELL
5135,153,39.215431,-84.473853,07/01/2021 07:35:14 AM,15.6,S,11,0.7,148081.1,07/01/2021 07:35:47 AM,Standard Event,S-HAM19243,VINE ST,WOODSDALE AV,SHEEHAN AV,HARTWELL
5391,153,39.212740999999994,-84.474205,07/01/2021 07:35:44 AM,7.0,S,11,0.9,148081.3,07/01/2021 07:35:47 AM,Standard Event,S-HAM19086,VINE ST,W GALBRAITH RD,PFAU LN,HARTWELL
6120,153,39.2127,-84.474214,07/01/2021 07:35:46 AM,0.0,S,9,0.9,148081.3,07/01/2021 07:35:47 AM,Motion Stop,S-HAM19086,VINE ST,W GALBRAITH RD,PFAU LN,HARTWELL
5771,153,39.212693,-84.47421700000001,07/01/2021 07:35:58 AM,6.0,S,10,0.9,148081.3,07/01/2021 07:35:59 AM,Motion Start,S-HAM19086,VINE ST,W GALBRAITH RD,PFAU LN,HARTWELL
5575,153,39.211180999999996,-84.474358,07/01/2021 07:36:18 AM,13.6,S,11,0.0,148081.4,07/01/2021 07:36:24 AM,Standard Event,S-HAM26615,VINE ST,PARKWAY AV,GLENDALE ST,HARTWELL
